CASEID,OFFICE_NAME,STATE,OFFICE_TYPE,JURIS,ACCR_IACME,ACCR_NAME,FT_TOT,PT_TOT,BUD_TOTAL,BUD_PERS_TOTAL,REP_CASE_NUM,ACC_CASE_NUM,COMPL_AUTO_TOTAL,CMS,WITHIN_BUSNSS
12300741,Ramsey County Medical Examiner's Office,MN,Medical examiner office,"Ramsey County, Washington County, Aitkin County, Blue Earth County, Cass County, Clay County, Crow Wing County, Freeborn County, Hubbard County, Kanabec County, Le Sueur County, Martin County, Morrison County, Murray County, Nicollet County, No",Yes,Yes,22,0,2962871,1096007,1928,908,1080,Yes,No
12300749,Wheaton Community Health Center (Traverse County),MN,Sheriff-coroner office,Wheaton Community Health Center (Traverse County,No,No,0,2,0,Blank or nonresponse,Logical skip,Logical skip,5,Yes,No
12400751,Adair County Coroner's Office,MO,Coroner office,Adair County,No,No,1,0,38000,Logical skip,37,37,17,No,Yes
12400754,Audrain County Coroner,MO,Coroner office,"Audrain County, Missouri",Yes,No,1,1,42000,25000,35,25,10,No,Yes
12400756,Barton County Coroner,MO,Coroner office,"Barton County, Missouri",No,No,1,0,19930,15000,35,35,0,No,No
12400759,Bollinger County Coroner,MO,Coroner office,Bollinger Co. Mo.,No,No,0,0,23000,Logical skip,Logical skip,Logical skip,2,No,No
12400760,Boone/calloway County Medical Examiner's Office,MO,Medical examiner office,Boone And Callaway Counties Missouri,No,No,6,0,963000,Logical skip,1500,500,510,No,No
12400761,Buchanan County Medical Examiner,MO,Medical examiner office,Buchanan County Mo,No,No,0,1,160000,60000,586,260,56,No,No
12400763,Caldwell County Coroner,MO,Coroner office,Caldwell County,Yes,Yes,1,0,30300,12500,85,36,6,No,Yes
12400765,Camden County Chief Medical Examiner,MO,Medical examiner office,"Camden County, Mo",No,No,2,0,126000,Logical skip,362,117,30,No,No
12400766,Cape Girardeau County Coroner,MO,Coroner office,Cape Girardeau County,Not in short questionnaire,Not in short questionnaire,3,0,259804,Not in short questionnaire,748,748,32,Yes,Not in short questionnaire
12400767,Carroll County Coroner's Office,MO,Coroner office,Carroll County,Not in short questionnaire,Not in short questionnaire,3,0,15000,Not in short questionnaire,15,15,4,No,Not in short questionnaire
12400768,Carter County Coroner,MO,Coroner office,Carter County,No,No,1,0,15000,Logical skip,20,Logical skip,0,No,Yes
12400770,Cedar County Coroner,MO,Coroner office,Cedar County,No,No,1,1,87971,Blank or nonresponse,Logical skip,Logical skip,3,No,No
12400772,Christian County Coroner,MO,Coroner office,Christian County,Not in short questionnaire,Not in short questionnaire,1,0,112000,Not in short questionnaire,315,119,15,No,Not in short questionnaire
12400773,Clark County Coroner,MO,Coroner office,Clark County,No,No,1,0,20000,Logical skip,20,20,2,No,Yes
12400775,Clinton County Coroner,MO,Coroner office,Clinton County,No,No,0,0,51000,18000,400,48,19,No,No
12400777,Cooper County Coroner,MO,Coroner office,Cooper County,Not in short questionnaire,Not in short questionnaire,1,1,53493,Not in short questionnaire,86,117,0,No,Not in short questionnaire
12400779,Dade County Coroner's Office,MO,Coroner office,Dade County,Not in short questionnaire,Not in short questionnaire,1,0,15195,Not in short questionnaire,73,21,3,No,Not in short questionnaire
12400780,Dallas County Coroner,MO,Sheriff-coroner office,Dallas County,No,No,7,0,50000,Blank or nonresponse,Logical skip,Logical skip,0,No,Yes
12400781,Daviess County Coroner,MO,Coroner office,Daviess County Missouri,No,No,1,1,0,Blank or nonresponse,460,4270,0,No,No
12400782,Dekalb County Coroner's Office,MO,Coroner office,Dekalb County,Not in short questionnaire,Not in short questionnaire,2,0,32000,Not in short questionnaire,32,32,8,No,Not in short questionnaire
12400784,Douglas County Coroner,MO,Sheriff-coroner office,"Douglas County, Missouri",No,No,0,1,14600,Logical skip,Logical skip,Logical skip,6,No,No
12400785,Dunklin County Coroner,MO,Coroner office,Dunklin County,Not in short questionnaire,Not in short questionnaire,1,0,60000,Not in short questionnaire,150,100,15,No,Not in short questionnaire
12400787,Gasconade County Coroner,MO,Coroner office,"Gaswnade County, Missouri",No,No,1,0,37060,14000,163,31,11,No,Blank or nonresponse
12400788,Gentry County Coroner,MO,Coroner office,Gentry County,Not in short questionnaire,Not in short questionnaire,2,0,25000,Not in short questionnaire,25,25,6,No,Not in short questionnaire
12400790,Grundy County Coroner's Office,MO,Coroner office,Grundy County,Not in short questionnaire,Not in short questionnaire,1,0,28000,Not in short questionnaire,23,23,1,No,Not in short questionnaire
12400791,Harrison County Coroner's Office,MO,Coroner office,Harrison County,Not in short questionnaire,Not in short questionnaire,1,0,10000,Not in short questionnaire,Logical skip,Logical skip,5,No,Not in short questionnaire
12400794,Holt County Coroner,MO,Coroner office,Holt County In Missouri,Will be by 2020,No,0,0,26000,12000,45,18,2,No,No
12400795,Howard County Coroner,MO,Coroner office,Howard County,Not in short questionnaire,Not in short questionnaire,1,0,50000,Not in short questionnaire,50,30,10,No,Not in short questionnaire
12400796,Howell County Coroner,MO,Sheriff-coroner office,Howell County,Yes,Blank or nonresponse,1,0,37244,Blank or nonresponse,115,100,10,No,No
12400798,"Jackson, Clay, Cass, Platte County Medical Examiner's Office",MO,Medical examiner office,Jackson County Missouri,No,Yes,19,0,2900000,2200000,9129,1837,739,Yes,No
12400799,Jasper County Coroner,MO,Coroner office,"Jasper County, Missouri",No,No,1,2,106765,40265,1000,326,20,Yes,Yes
12400802,Knox County Coroner,MO,Coroner office,"Missouri State, Knox County",No,No,2,0,20000,Logical skip,Logical skip,Logical skip,2,No,Yes
12400803,Laclede County Coroner,MO,Coroner office,Laclede County Missouri,No,No,1,0,24500,Logical skip,124,124,34,Yes,No
12400804,Lafayette County Coroner,MO,Coroner office,Lafayette County,Not in short questionnaire,Not in short questionnaire,1,0,35000,Not in short questionnaire,250,75,20,No,Not in short questionnaire
12400806,Lewis County Coroner,MO,Coroner office,"Lewis County, Mo",No,No,2,0,23000,11500,Logical skip,Logical skip,4,No,Yes
12400807,Lincoln County Coroner,MO,Coroner office,Lincoln County,Yes,Yes,0,2,78000,29000,364,200,70,Yes,No
12400808,Linn County Coroner,MO,Coroner office,Linn County Mo.,No,No,0,0,24000,24000,40,40,4,No,No
12400809,Livingston County Coroner,MO,Coroner office,Livingston Co. Mo.,Will be by 2020,Blank or nonresponse,3,0,34000,Blank or nonresponse,80,40,20,No,Yes
12400813,Marion County Coroner,MO,Coroner office,Marion County Missouri,Yes,No,2,2,94645,30414,130,130,10,No,No
12400815,Mercer County Coroner,MO,Coroner office,Mercer County Missouri,No,No,1,0,12500,1500,Logical skip,Logical skip,2,No,Yes
12400816,Miller County Coroner,MO,Coroner office,Miller County Missouri,No,No,1,0,21000,17000,50,Logical skip,5,No,Yes
12400817,Mississippi County Coroner,MO,Coroner office,Mississippi County,No,No,1,1,45000,24600,96,96,5,Yes,Yes
12400820,Montgomery County Coroner,MO,Coroner office,Montgomery County,Not in short questionnaire,Not in short questionnaire,3,0,1400,Not in short questionnaire,14108,228,12,No,Not in short questionnaire
12400821,Morgan County Coroner,MO,Coroner office,Morgan County Missouri,No,No,0,0,45000,17000,200,50,10,No,No
12400822,New Madrid County Coroner,MO,Coroner office,New Madrid County Mo,No,No,0,1,48667,4750,Logical skip,Logical skip,10,No,Yes
12400823,Newton County Coroner,MO,Coroner office,"Newton County, Missouri",No,No,0,3,120000,70442,1592,Logical skip,12,Yes,No
12400824,Nodaway County Coroner,MO,Coroner office,Nodaway County In Missouri,No,No,2,0,53000,36462,45,45,5,No,Yes
12400826,Osage County Coroner,MO,Coroner office,Missouri-Osage County,No,No,1,1,50000,14000,25,25,6,No,No
12400827,Ozark County Coroner,MO,Coroner office,Ozark County,Not in short questionnaire,Not in short questionnaire,1,0,10000,Not in short questionnaire,20,41,2,Yes,Not in short questionnaire
12400828,Pemiscot County Coroner,MO,Coroner office,Pemiscot County,Blank or nonresponse,Blank or nonresponse,2,0,19000,Logical skip,Logical skip,100,15,No,No
12400829,Perry County Coroner,MO,Coroner office,"Perry County, Missouri",No,No,1,0,35000,21200,46,46,3,No,No
12400831,Phelps County Coroner,MO,Coroner office,Phelps County Missouri,No,No,0,1,57644,25722,286,117,6,No,No
12400832,Pike County Coroner,MO,Coroner office,Pike County,Yes,No,1,0,42000,Blank or nonresponse,80,80,6,Yes,No
12400834,Polk County Coroner,MO,Coroner office,Polk County,Yes,No,1,0,46000,16000,100,15,6,No,No
12400835,Pulaski County Coroner,MO,Coroner office,Pulaski County Missouri,No,No,1,0,52428,20128,212,117,39,No,No
12400836,Putnam County Coroner,MO,Coroner office,Putnam County,Yes,No,1,0,12000,9500,48,11,1,No,Yes
12400837,Ralls County Coroner,MO,Sheriff-coroner office,Missouri State,No,Blank or nonresponse,1,0,11500,Logical skip,34,18,4,No,No
12400838,Randolph County Coroner,MO,Coroner office,Randolph County,No,Blank or nonresponse,1,0,43130,Logical skip,250,250,8,No,No
12400839,Ray County Coroner,MO,Coroner office,"Missouri, Ray County",Yes,Yes,2,0,43000,Logical skip,58,58,15,No,Yes
12400840,Reynolds County Coroner,MO,Coroner office,Reynolds County,Not in short questionnaire,Not in short questionnaire,1,0,14000,Not in short questionnaire,150,315,6,No,Not in short questionnaire
12400841,Ripley County Coroner,MO,Coroner office,"Ripley County, Missouri",No,No,1,0,40000,10500,Logical skip,50,10,No,Yes
12400843,Schuyler County Coroner's Office,MO,Coroner office,Schuyler County,No,No,0,0,11000,Logical skip,29,29,2,No,Yes
12400844,Scotland County Coroner,MO,Coroner office,Scotland County In Missouri,No,No,1,0,15195,Logical skip,30,20,0,No,Yes
12400845,Scott County Coroner,MO,Coroner office,"Scott County, Missouri",No,No,8,0,47735,16700,Logical skip,Logical skip,15,No,Yes
12400847,Shelby County Coroner,MO,Coroner office,Shelby County,Blank or nonresponse,Blank or nonresponse,1,0,3000,Logical skip,Logical skip,Logical skip,3,No,Yes
12400849,St. Clair County Coroner,MO,Coroner office,St. Clair County,Not in short questionnaire,Not in short questionnaire,1,0,15000,Not in short questionnaire,125,Logical skip,0,No,Not in short questionnaire
12400851,St. Genevieve County Coroner,MO,Coroner office,Ste. Genevieve County Missouri,No,No,1,0,79074,44324,86,40,8,No,Yes
12400852,St. Louis City Medical Examiner,MO,Medical examiner office,St. Louis City,Not in short questionnaire,Not in short questionnaire,7,7,2306697,Not in short questionnaire,2719,1173,780,Yes,Not in short questionnaire
12400853,"St. Louis, Jefferson, St. Charles, Franklin County Medical Examiner",MO,Medical examiner office,"St. Louis County, Missouri",No,No,19,3,2260070,1717952,9332,1578,300,Yes,No
12400855,Stone County Coroner,MO,Coroner office,"Stone County, Missouri",No,No,1,1,75000,7000,500,100,10,No,No
12400856,Sullivan County Coroner,MO,Coroner office,"Sullivan County, Missouri",No,No,1,0,20000,Logical skip,24,24,0,No,Yes
12400857,Taney County Coroner,MO,Coroner office,Taney County,Will be by 2020,No,1,0,86000,35700,800,400,150,No,No
12400858,Texas County Coroner,MO,Coroner office,"Texas County, Missouri",Will be by 2020,No,1,0,28460,14000,219,124,4,Yes,No
12400859,Vernon County Coroner,MO,Coroner office,Vernon County,No,No,3,3,29000,Logical skip,100,95,9,No,Yes
12400860,Warren County Coroner,MO,Coroner office,Warren County Missouri,No,No,1,1,45536,35654,192,192,7,Yes,No
12400862,Wayne County Coroner,MO,Coroner office,Wayne County,Not in short questionnaire,Not in short questionnaire,1,0,22911,Not in short questionnaire,30,30,0,No,Not in short questionnaire
12400863,Webster County Coroner,MO,Coroner office,Webster County Missouri,No,No,1,0,45533,24987,228,98,10,Yes,No
12400865,Wright County Coroner,MO,Coroner office,"Wright County, Missouri",No,No,0,1,20000,Logical skip,150,75,6,No,Yes
12500866,Mississippi State Medical Examiner Office,MS,Medical examiner office,State Of Mississippi,No,No,15,0,3500000,Logical skip,1265,1265,1265,Yes,Yes
12500867,Neshoba County Coroner/Medical Examiner,MS,Coroner office,Neshoba County,Blank or nonresponse,Yes,2,0,0,Blank or nonresponse,225,225,0,No,Yes
12500868,Copiah County Coroner,MS,Coroner office,Copiah County,No,No,0,6,50000,15000,250,250,0,Yes,No
12500869,Lauderdale County Coroner's Office,MS,Coroner office,"Mississippi State, Lauderdale County",No,No,1,0,190000,110000,1000,1000,0,Yes,No
12500874,Winston County Coroner,MS,Coroner office,Winston County Ms,No,No,2,4,56000,12500,140,140,7,Yes,No
12500876,Prentiss County Coroner,MS,Coroner office,Prentiss County,No,No,1,0,50000,Logical skip,205,205,0,Yes,No
12500878,Tishomingo County Coroner,MS,Coroner office,"Tishomingo County, Mississippi",No,No,0,1,59360,25000,193,193,2,Yes,Yes
12500880,Yalobusha County Coroner,MS,Coroner office,"Yalobusha County, Ms",No,No,1,1,125000,25000,Logical skip,Logical skip,10,Yes,No
12500881,Wayne County Coroner,MS,Coroner office,Wayne County,No,No,0,0,45000,Logical skip,150,150,10,No,Yes
12500882,Tippah County Coroner,MS,Coroner office,"Tippah County, Ms",No,No,2,4,72000,30000,156,5,12,Yes,No
12500884,Greene County Coroner,MS,Coroner office,Greene County,Yes,No,1,0,30000,Logical skip,102,102,16,Yes,Yes
12500886,Smith County Coroner,MS,Coroner office,Smith County,No,No,0,0,40000,Logical skip,72,72,0,No,No
12500887,Leake County Coroner,MS,Coroner office,"Leake County, Mississippi",No,No,2,0,84000,35716,170,170,14,No,Yes
12500889,Lafayette County Coroner,MS,Coroner office,"Lafayette County, Mississippi",No,No,2,1,218000,162000,641,641,25,Yes,No
12500891,Madison County Coroner,MS,Coroner office,Madison County Ms,No,No,1,0,275000,179000,725,715,0,No,Yes
12500892,Attala County Coroner,MS,Coroner office,Attala County,Not in short questionnaire,Not in short questionnaire,1,0,80000,Not in short questionnaire,180,180,0,No,Not in short questionnaire
12500894,Jasper County Coroner,MS,Coroner office,Jasper County,Not in short questionnaire,Not in short questionnaire,3,0,80000,Not in short questionnaire,90,90,15,No,Not in short questionnaire
12500895,Wilkinson County Coroner,MS,Coroner office,Wilkinson County,Will be by 2020,Will be by 2020,1,1,21800,10800,Logical skip,Logical skip,8,No,No
12500899,Washington County Coroner,MS,Coroner office,"Washington County, Mississippi",No,No,0,0,223441,Logical skip,596,596,67,Yes,No
12500900,Benton County Coroner,MS,Coroner office,Benton County,Not in short questionnaire,Not in short questionnaire,0,3,6800,Not in short questionnaire,68,56,3,No,Not in short questionnaire
12500901,Humphreys County Coroner,MS,Coroner office,Humphreys County,No,No,0,0,0,Blank or nonresponse,55,55,8,No,No
12500902,Yazoo County Coroner,MS,Coroner office,Yazoo County Mississippi,No,No,0,3,70000,Logical skip,150,150,25,Yes,No
12500903,Marion County Coroner,MS,Coroner office,Marion County,Not in short questionnaire,Not in short questionnaire,1,0,100000,Not in short questionnaire,240,240,8,Yes,Not in short questionnaire
12500904,Calhoun County Coroner's Office,MS,Coroner office,Calhoun County,No,No,0,1,25000,25000,Logical skip,Logical skip,5,No,No
12500906,Clay County Coroner,MS,Coroner office,Clay County Ms,No,No,2,0,76000,500,108,108,7,Yes,No
12500907,Bolivar County Coroner,MS,Coroner office,Bolivar County,Not in short questionnaire,Not in short questionnaire,0,0,93000,Not in short questionnaire,25,25,0,Yes,Not in short questionnaire
12500908,Warren County Coroner,MS,Coroner office,Warren County,Not in short questionnaire,Not in short questionnaire,0,2,50000,Not in short questionnaire,450,450,40,No,Not in short questionnaire
12500909,Lawrence County Coroner,MS,Coroner office,Lawrence County,No,No,0,0,1000,Logical skip,Logical skip,Logical skip,10,Yes,No
12500911,Quitman County Coroner,MS,Coroner office,Quitman County,No,No,0,2,48000,Logical skip,Logical skip,Logical skip,4,Yes,No
12500912,Hinds County Coroner's Office,MS,Coroner office,Hinds County,No,No,3,0,500000,270206,2500,1774,0,Yes,No
12500913,Issaquena County Coroner-Home Office,MS,Coroner office,Issaquena County,No,No,0,0,22000,5000,12,12,0,No,No
12500914,Covington County Coroner,MS,Coroner office,"Covington County, Mississippi",No,No,16,0,50000,25000,105,105,10,Yes,Yes
12500916,Forrest County Coroner's Office,MS,Coroner office,Forrest County,No,No,1,1,210000,110000,420,420,24,Yes,No
12500917,Lamar County Coroner,MS,Coroner office,Lamar County,Not in short questionnaire,Not in short questionnaire,0,0,93000,Not in short questionnaire,80,20,0,Yes,Not in short questionnaire
12500919,Jefferson Davis County Coroner,MS,Coroner office,Jefferson Davis County,No,No,1,1,58000,30000,110,110,0,Yes,No
12500920,Franklin County Medical Examiner Investigator,MS,Coroner office,Franklin County,Yes,Yes,8,0,32268,Logical skip,66,66,2,No,No
12500923,Carroll County Coroner,MS,Coroner office,Carroll County,Not in short questionnaire,Not in short questionnaire,1,0,20000,Not in short questionnaire,77,77,5,No,Not in short questionnaire
12500924,Pontotoc County Coroner,MS,Coroner office,"Mississippi State, Pontotoc County, Pontotoc, First Judicial District",No,No,1,0,80000,35000,189,189,14,No,No
12500925,Coahoma County Coroner,MS,Coroner office,"Coahoma County, Mississippi",Yes,No,31,2,111000,15000,200,10,25,Yes,Yes
12500927,Claiborne County Coroner's Office,MS,Coroner office,Claiborne County,Not in short questionnaire,Not in short questionnaire,3,0,30000,Not in short questionnaire,60,60,10,No,Not in short questionnaire
12500930,Panola County Coroner,MS,Coroner office,Panola County,Not in short questionnaire,Not in short questionnaire,0,3,150000,Not in short questionnaire,250,250,0,No,Not in short questionnaire
12500931,Tunica County Coroner,MS,Coroner office,Tunica County,Not in short questionnaire,Not in short questionnaire,1,0,54000,Not in short questionnaire,60,60,15,Yes,Not in short questionnaire
12500932,Lincoln County Coroner,MS,Coroner office,Brookhaven Ms  Lincoln County,No,No,1,2,0,Blank or nonresponse,250,250,0,No,Yes
12500933,Simpson County Coroner's Office,MS,Coroner office,Simpson County,Not in short questionnaire,Not in short questionnaire,1,0,0,Not in short questionnaire,Logical skip,Logical skip,0,Yes,Not in short questionnaire
12500935,Harrison County Coroner's Office,MS,Coroner office,Harrison County,Not in short questionnaire,Not in short questionnaire,1,1,416000,Not in short questionnaire,1606,1606,41,Yes,Not in short questionnaire
12500937,Webster County Coroner,MS,Coroner office,Webster County,Not in short questionnaire,Not in short questionnaire,1,1,10000,Not in short questionnaire,Logical skip,Logical skip,10,Yes,Not in short questionnaire
12500938,Itawamba County Coroner,MS,Coroner office,Itawamba County,Blank or nonresponse,Blank or nonresponse,1,0,44000,Logical skip,Logical skip,Logical skip,0,Yes,Blank or nonresponse
12500940,Rankin County Coroner,MS,Coroner office,Rankin County,Not in short questionnaire,Not in short questionnaire,1,3,325000,Not in short questionnaire,810,810,49,Yes,Not in short questionnaire
12500941,Holmes County Coroner,MS,Coroner office,Holmes County,Will be by 2020,Will be by 2020,0,0,84000,Blank or nonresponse,150,Logical skip,25,Yes,No
12500942,Pearl River County Coroner,MS,Coroner office,"Mississippi State, Pearl River County",No,No,1,1,175000,175000,Logical skip,Logical skip,14,Yes,No
12500943,Lee County Coroner,MS,Coroner office,"Lee County, Mississippi",No,No,1,0,350000,200000,900,900,0,No,No
12500944,Union County Coroner,MS,Coroner office,"Union County, New Albany, Ms",No,No,1,1,35000,35000,225,50,0,Yes,No
12500945,Leflore County Coroner,MS,Coroner office,Leflore County,Not in short questionnaire,Not in short questionnaire,2,4,30000,Not in short questionnaire,300,300,25,No,Not in short questionnaire
12500946,Sunflower County Coroner,MS,Coroner office,"State Of Mississippi, Sunflower County",No,No,1,0,106000,37000,227,227,0,Yes,Yes
12500947,Stone County Coroner,MS,Coroner office,"State Of Mississippi, Stone County",No,No,1,0,55000,18500,122,122,8,Yes,No
12500948,Kemper County Coroner's Office,MS,Coroner office,Kemper County,Not in short questionnaire,Not in short questionnaire,0,0,600000,Not in short questionnaire,50,50,0,Yes,Not in short questionnaire
12500949,Reservation Medical Examiner,MS,Coroner office,"Choctaw communities of Bogue Chitto, Conehatta, Red Water, Standing Pine, and Tucker",Not in short questionnaire,Not in short questionnaire,5,2,Blank or nonresponse,Not in short questionnaire,38,30,15,No,Not in short questionnaire
12600949,Beaverhead County Coroner's Office,MT,Coroner office,Beaverhead County Montana,No,No,0,1,24025,15475,20,20,0,Yes,Yes
12600951,Blaine County Coroner,MT,Sheriff-coroner office,"Montana, Blaine County, Chinook",Yes,No,16,0,21600,9600,Logical skip,Logical skip,2,Yes,No
12600952,Broadwater County Sheriff/Coroner's Office,MT,Sheriff-coroner office,Broadwater County,No,No,4,0,31390,Logical skip,Logical skip,Logical skip,15,Yes,No
12600953,Carbon County Sheriff,MT,Sheriff-coroner office,"Carbon County, 22nd Judicial Court District",No,No,7,0,35000,Logical skip,29,29,15,Yes,No
12600954,Carter County Coroner,MT,Coroner office,Carter County,Yes,Yes,0,0,5000,Logical skip,Logical skip,Logical skip,0,No,No
12600955,Cascade County Sheriff/Coroner's Office,MT,Coroner office,"Cascade County/Belt, Mt/Cascade, Mt",No,No,0,0,20000,Logical skip,Logical skip,Logical skip,20,No,No
12600956,Chouteau County Sheriff/Coroner,MT,Coroner office,Chouteau County,No,No,0,9,11000,Logical skip,17,17,1,No,No
12600957,Custer County Sheriff/ Coroner's Office,MT,Sheriff-coroner office,Custer County,Not in short questionnaire,Not in short questionnaire,12,0,25791,Not in short questionnaire,20,20,6,No,Not in short questionnaire
12600958,Daniels County Coroner,MT,Sheriff-coroner office,Daniels County,Will be by 2020,Will be by 2020,0,0,5000,Logical skip,Logical skip,Logical skip,2,No,No
12600959,Dawson County Coroner,MT,Coroner office,Dawson County,Not in short questionnaire,Not in short questionnaire,4,0,16000,Not in short questionnaire,16,60,5,No,Not in short questionnaire
12600960,Deer Lodge County Coroner,MT,Coroner office,Anaconda-Deer Lodge County,No,No,0,1,60793,31893,120,75,6,Yes,No
12600961,Fallon County Coroner,MT,Sheriff-coroner office,Fallon County,No,No,5,0,15000,Logical skip,20,20,2,No,No
12600962,Fergus County Coroner,MT,Sheriff-coroner office,"Montana State, Fergus County, Lewistown",Yes,No,16,0,46796,12796,Logical skip,Logical skip,0,No,No
12600963,Flathead County Sheriff's Office,MT,Sheriff-coroner office,"Flathead County, Mt",Will be by 2020,Will be by 2020,1,10,14000000,58000,196,196,40,Yes,No
12600964,Gallatin County Coroner,MT,Sheriff-coroner office,"Montana State, Gallatin County, 18th Judicial District",Will be by 2020,Will be by 2020,0,9,45000,Logical skip,900,900,40,Yes,No
12600965,Garfield County Coroner's Office,MT,Sheriff-coroner office,Garfield County,Not in short questionnaire,Not in short questionnaire,1,0,4250,Not in short questionnaire,12,12,1,Yes,Not in short questionnaire
12600966,Glacier County Sheriff,MT,Sheriff-coroner office,Glacier County,Blank or nonresponse,Yes,14,0,37593,15122,65,15,10,Yes,No
12600968,Granite County Sheriff/Coroner,MT,Sheriff-coroner office,Granite County,No,No,3,0,10000,126000,15,15,0,Yes,No
12600969,Hill County Coroner,MT,Sheriff-coroner office,Hill County,Yes,No,12,4,23933,23933,83,Logical skip,3,Yes,No
12600970,Jefferson County Coroner,MT,Coroner office,Jefferson County Montana,No,No,7,0,7500,Logical skip,67,40,5,Yes,No
12600972,Lake County Sheriff Office,MT,Sheriff-coroner office,Lake County Montana,No,No,10,0,3400000,1600000,240,240,0,No,No
12600973,Lewis & Clark County Coroner,MT,Sheriff-coroner office,Lewis And Clark County,Blank or nonresponse,No,5,1,0,Logical skip,488,488,38,Yes,No
12600974,Liberty County Sheriff/coroner's Office,MT,Sheriff-coroner office,Liberty County,Not in short questionnaire,Not in short questionnaire,4,0,8000,Not in short questionnaire,2,Logical skip,1,No,Not in short questionnaire
12600976,Madison County Sheriff's Office,MT,Sheriff-coroner office,Madison County Montana,No,No,7,1,17000,17000,41,41,2,Yes,No
12600977,McCone County Coroner,MT,Sheriff-coroner office,Mccone County,No,Blank or nonresponse,6,0,0,Blank or nonresponse,Logical skip,Logical skip,2,No,No
12600978,Meagher County Sheriff's Department,MT,Sheriff-coroner office,"Meagher County, Montana",No,No,3,0,10000,5000,6,6,2,Yes,No
12600979,Mineral County Coroner,MT,Sheriff-coroner office,"Mineral County, Montana",No,Yes,12,0,3000,3000,Logical skip,20,4,No,No
12600980,Missoula County Coroner,MT,Sheriff-coroner office,Missoula County Montana,No,No,19,0,100000,20000,277,239,41,Yes,No
12600982,Park County Coroner's Office,MT,Coroner office,"Park County, Mt",No,No,1,0,109000,70000,250,47,12,No,No
12600983,Petroleum County Sheriff's Office,MT,Coroner office,Petroleum County In The State Of Montana,No,No,0,1,10000,Logical skip,Logical skip,Logical skip,0,No,Yes
12600984,Phillips County Coroner,MT,Sheriff-coroner office,"Phillips County, Montana",No,No,5,0,16400,3000,20,20,4,No,No
12600985,Pondera County Coroner,MT,Sheriff-coroner office,Pondera County,Not in short questionnaire,Not in short questionnaire,6,0,12000,Not in short questionnaire,Logical skip,Logical skip,2,Yes,Not in short questionnaire
12600986,Powder County Sheriff's Office,MT,Sheriff-coroner office,Powder River County,No,No,5,0,103310,103310,Logical skip,Logical skip,0,Yes,No
12600987,Powell County Coroner,MT,Coroner office,Powell County,Not in short questionnaire,Not in short questionnaire,2,0,64393,Not in short questionnaire,63,25,10,No,Not in short questionnaire
12600988,Prairie County Coroner,MT,Coroner office,Prairie County,Not in short questionnaire,Not in short questionnaire,1,0,15000,Not in short questionnaire,5,5,1,No,Not in short questionnaire
12600992,Rosebud County Coroner,MT,Coroner office,Rosebud County,Not in short questionnaire,Not in short questionnaire,2,6,25000,Not in short questionnaire,12,31,8,No,Not in short questionnaire
12600993,Sanders County Coroner,MT,Sheriff-coroner office,Sanders County,No,No,0,4,44138,Logical skip,19,19,5,No,No
12600995,Silver Bow County Coroner,MT,Coroner office,Unknown,No,No,0,2,151457,3558,110,110,21,No,Yes
12600996,State Medical Examiner,MT,Medical examiner office,"State Of Montana, Montana County Coroners (56), Federal Bureau Of Investigations And Bureau Of Indian Affairs On Behalf Of Tribal Reservations In The State Of Montana, National Parks In The State Of Montana",No,No,9,4,1500000,1100000,612,612,564,No,Yes
12600997,Stillwater County Sheriff/Coroner's Office,MT,Sheriff-coroner office,"Stillwater County, Montana",No,No,0,0,2000000,892000,24,24,2,Yes,No
12600998,Sweet Grass County Coroner,MT,Sheriff-coroner office,Sweet Grass County,No,No,0,0,36212,22212,7,7,0,Yes,No
12600999,Teton County Sheriff/Coroner's Office,MT,Sheriff-coroner office,"Teton County, Montana",No,No,10,8,11500,Logical skip,Logical skip,12,5,Yes,No
12601000,Toole County Coroner's Office,MT,Coroner office,Toole County Montana,No,No,4,5,35000,10000,19,19,5,No,No
12601001,Treasure County Sheriff/Coroner's Office,MT,Sheriff-coroner office,Treasure County,Not in short questionnaire,Not in short questionnaire,4,0,1500,Not in short questionnaire,Logical skip,Logical skip,0,No,Not in short questionnaire
12601002,Valley County Sheriff's Office,MT,Sheriff-coroner office,"Valley County, Montana",No,No,4,0,32000,16000,Logical skip,Logical skip,3,Yes,No
12601003,Wheatland County Sheriff/Coroner,MT,Sheriff-coroner office,Wheatland County,Not in short questionnaire,Not in short questionnaire,2,0,3000,Not in short questionnaire,12,500,5,Yes,Not in short questionnaire
12601004,Wibaux County Coroner,MT,Coroner office,Wibaux County,Not in short questionnaire,Not in short questionnaire,0,0,10000,Not in short questionnaire,10,5,2,Yes,Not in short questionnaire
12601005,Yellowstone County Sheriff/Coroner,MT,Sheriff-coroner office,Yellowstone County,Not in short questionnaire,Not in short questionnaire,7,0,488126,Not in short questionnaire,525,300,120,Yes,Not in short questionnaire
12701007,North Carolina Office of the Chief Medical Examiner,NC,Medical examiner office,"Our Organization Provides Oversight To The Entire North Carolina Medical Examiner System, But We Typically Perform Autopsies On Deaths Under Me Jurisdiction That Occur Within Our 31-County Catchment Area.",No,No,59,0,14000000,4000000,Logical skip,5100,1835,Yes,No
12801009,Burleigh County Sheriff's Office,ND,Sheriff-coroner office,Burleigh County Nd,No,No,0,0,63875,0,205,55,0,No,No
