CASEID,OFFICE_NAME,STATE,OFFICE_TYPE,OFFICE_TYPE_ORIGINAL,OFFICE_TYPE_OTHER,LEVEL_GOV,LEVEL_GOV_ORIGINAL,AGENCY_TYPE,AGENCY_TYPE_OTHER,JURIS,ACCR_IACME,ACCR_NAME,AUTP_FT,AUTP_PT,AUTP_CON,AUTP_CALL,COR_FT,COR_PT,COR_CON,COR_CALL,INV_FT,INV_PT,INV_CON,INV_CALL,FORT_FT,FORT_PT,FORT_CON,FORT_CALL,FORA_FT,FORA_PT,FORA_CON,FORA_CALL,SUP_FT,SUP_PT,SUP_CON,SUP_CALL,ADM_FT,ADM_PT,ADM_CON,ADM_CALL,ANC_FT,ANC_PT,ANC_CON,ANC_CALL,FT_TOT,PT_TOT,CON_TOT,CALL_TOT,AUTP_SAL_MIN,AUTP_SAL_MAX,AUTP_SAL_NA,COR_SAL_MIN,COR_SAL_MAX,COR_SAL_NA,INV_SAL_MIN,INV_SAL_MAX,INV_SAL_NA,FOR_SAL_MIN,FOR_SAL_MAX,FOR_SAL_NA,CERT_ABP,CERT_ABMDI,CERT_FORABFT,CERT_FORAABFT,BUD_TOTAL,BUD_TOTAL_EST,BUD_FY_MO,BUD_FY_DAY,BUD_FY_YEAR,BUD_PERS,BUD_PERS_TOTAL,BUD_PERS_TOTAL_EST,CON_FEE,CREMWAIV_FEE,PRIVAUT_FEE,REC_FEE,TEACH_FEE,TEST_FEE,TRANSP_FEE,GRANTS_FEE,OTHER_FEE,OTHER_FEE_OTHER,REP_CASE,REP_CASE_NUM_NOTRK,REP_CASE_NUM,REP_CASE_NUM_EST,ACC_CASE,ACC_CASE_NUM_NOTRK,ACC_CASE_NUM,ACC_CASE_NUM_EST,REP_CASE_TRI,REP_CASE_TRI_TOTAL_NOTRK,REP_CASE_TRI_TOTAL,REP_CASE_TRI_TOTAL_EST,REP_CASE_TRI_INCL,ACC_CASE_TRI,ACC_CASE_TRI_TOTAL_NOTRK,ACC_CASE_TRI_TOTAL,ACC_CASE_TRI_TOTAL_EST,ACC_CASE_TRI_INCL,COMPL_AUTO_TOTAL,COMPL_AUTO_TOTAL_EST,PROV_DEATH_INV,PROV_DEATH_PHOTO,PROV_MED_REVIEW,PROV_EXT_EXAM,PROV_PART_AUTO,PROV_COMP_AUTO,PROV_CHARAC_SKEL,PROV_AUTO_PHOTO,PROV_FOR_TOX,PROV_XRAY,PROV_META_SCRN,PROV_CREM_WAIV,PROV_DEATH_CERT,PROV_ANTHRO,PROV_CARD_PATH,PROV_HIST,PROV_MICROB,PROV_NEURO,PROV_ODONT,PERF_DEATH_INV_AUTOPSY,PERF_DEATH_INV_CORONER,PERF_DEATH_INV_DEATH,PERF_DEATH_INV_OTHER,PERF_DEATH_INV_OFFICE,PERF_DET_ACC_AUTOPSY,PERF_DET_ACC_CORONER,PERF_DET_ACC_DEATH,PERF_DET_ACC_OTHER,PERF_DET_ACC_OFFICE,PERF_EXT_EXAM_AUTOPSY,PERF_EXT_EXAM_CORONER,PERF_EXT_EXAM_DEATH,PERF_EXT_EXAM_OTHER,PERF_EXT_EXAM_OFFICE,PERF_DET_AUTO_AUTOPSY,PERF_DET_AUTO_CORONER,PERF_DET_AUTO_DEATH,PERF_DET_AUTO_OTHER,PERF_DET_AUTO_OFFICE,PERF_DET_FOR_TOX_AUTOPSY,PERF_DET_FOR_TOX_CORONER,PERF_DET_FOR_TOX_DEATH,PERF_DET_FOR_TOX_OTHER,PERF_DET_FOR_TOX_OFFICE,NXTOFKN_DEATH_MEC,NXTOFKN_DEATH_FSP,NXTOFKN_DEATH_LEP,NXTOFKN_DEATH_OTH,NXTOFKN_DEATH_OTH_OTHER,NXTOFKN_PREF_MED,NXTOFKN_PREF_FAM,NXTOFKN_PREF_LEP,NXTOFKN_PREF_OTH,NXTOFKN_PREF_OTH_OTHER,FINDIS_POLICY,FINDIS_POSS,UNREM_REC,UNREM_REC_EST,UNREM_REC_DK,UNREM_DNA,UNREM_DNA_EST,UNREM_DNA_DK,UNREM_OLDEST,UNREM_OLDEST_EST,UNREM_OLDEST_DK,UNREM_FINAL,UNREM_FINAL_EST,UNREM_FINAL_DK,SUIDS_SCENE,SUIDS_REENACT,SUIDS_FTOX,SUIDS_AUTOPSY,SUIDS_REVIEW,SUIDS_GENE,SUIDS_META,SUIDS_MICROBIO,SUIDS_SKEL,SIDS_DIAG,SUID_DIAG,OPIOID_STRAT,SCENE_DRUG_SCR,DRUG_SCR_CONFIRM,CMS,CMS_ALL,RETN_RECS,RETN_FORT,RETN_EVID,RETN_UNREM,RETN_UNREM_RECS,CASE_REC_MAINT,INV_REC_ARC,RECS_ONSITE,RECS_GOVT,RECS_THIRDPRTY,RECS_OTHER,INTERNET_SEP,ACC_CRIMHIST,ACC_FNGRPRINT,ACC_RX,ACC_MASS_FATAL,ACC_DIS_PLAN,ACC_BLOODBORNE,ACC_LIFTING,ACC_STRESS,PART_EMERG,ACC_CAT,ACC_MRI,ACC_CHILD_FATAL,ACC_DROWN,ACC_DRUG_REVIEW,ACC_ELDERLY,ACC_INFECT,ACC_MATERNAL,ACC_POISON,ACC_SUICIDE,ACC_VULN_ADULT,DATA_CODIS,DATA_FARS,DATA_NCIC,DATA_NAMUS,DATA_NVDRS,DATA_SUDORS,DATA_STATE_LOCAL,DATA_OTHER,ACC_ADVOCATE,ACC_GRIEF,ACC_BYSTANDERS,WITHIN_BUSNSS,ORI,JURIS_FLAG,OFFICE_TYPE_FLAG,LEVEL_GOV_FLAG,AUTP_FT_FLAG,AUTP_PT_FLAG,AUTP_CON_FLAG,AUTP_CALL_FLAG,COR_FT_FLAG,COR_PT_FLAG,COR_CON_FLAG,COR_CALL_FLAG,INV_FT_FLAG,INV_PT_FLAG,INV_CON_FLAG,INV_CALL_FLAG,FORT_FT_FLAG,FORT_PT_FLAG,FORT_CON_FLAG,FORT_CALL_FLAG,FT_TOT_FLAG,PT_TOT_FLAG,CON_TOT_FLAG,CALL_TOT_FLAG,BUD_TOTAL_FLAG,REP_CASE_FLAG,REP_CASE_NUM_NOTRK_FLAG,REP_CASE_NUM_FLAG,REP_CASE_NUM_EST_FLAG,ACPT_CASES_FLAG,ACC_CASE_NUM_NOTRK_FLAG,ACC_CASE_NUM_FLAG,COMPL_AUTO_TOTAL_FLAG,PROV_DEATH_INV_FLAG,PROV_DEATH_PHOTO_FLAG,PROV_MED_REVIEW_FLAG,PROV_EXT_EXAM_FLAG,PROV_PART_AUTO_FLAG,PROV_COMP_AUTO_FLAG,PROV_CHARAC_SKEL_FLAG,FINDIS_POSS_FLAG,UNREM_REC_FLAG,UNREM_DNA_FLAG,CMS_FLAG,RETN_RECS_FLAG,RETN_FORT_FLAG,RETN_EVID_FLAG,RETN_UNREM_FLAG,RETN_UNREM_RECS_FLAG,ACC_CRIMHIST_FLAG,ACC_FNGRPRINT_FLAG,ACC_RX_FLAG,DATA_CODIS_FLAG,DATA_FARS_FLAG,DATA_NCIC_FLAG,DATA_NAMUS_FLAG,DATA_NVDRS_FLAG,DATA_SUDORS_FLAG,DATA_STATE_LOCAL_FLAG,DATA_OTHER_FLAG,POPSERVED,SURVEY_TYPE,WEIGHT_FINAL_CRITICAL,WEIGHT_FINAL_LONG,STRATA
13101179,Union County Medical Examiner,NJ,2,2, ,2,2,1, ,"Union County, New Jersey",1,1,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,0,0,0,8,1,0,1,142094,213147,0,-3,-3,1,40969,66470,0,-3,-3,1,1,1,4,4,1193079,0,12,31,2018,1,643079,0,2,2,2,1,2,2,2,1,3, ,1,0,1173,0,1,0,357,0,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,357,0,1,1,2,1,1,1,1,1,2,1,2,4,4,2,2,2,2,2,2,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0, ,1,0,1,1,Medicolegal Death Investigators,1,1,1,0,0,1,0,0,-3,-3,1,1,0,0,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,2,2,1,2,2,1,1,1,3,3,3,1,3,3,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,1,3,2,2,2,2,3,0, , ,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,558067,1,1.080901821,1.254215634,22
13101180,Morris Tri-County Medical Examiner Office,NJ,2,2, ,2,2,2, ,Morris Tri-County,2,2,2,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,7,7,0,0,-3,-3,1,-3,-3,1,-3,-3,1,-3,-3,1,2,2,4,4,1213085,-8,12,31,2018,2,-3,-3,2,2,2,2,2,2,2,2,-8, ,1,-8,1633,1,1,-8,503,1,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,252,-8,1,1,1,1,1,1,1,1,2,1,2,4,1,2,2,1,2,2,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0, ,1,0,0,0, ,1,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1,1,1,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,3,1,-8,1,-8,-8,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,3,3,3,2,3,3,2,2,2,2,2,2,1,2,2,2,2,2,3,1, , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,740806,2,1.055259773,1.204640814,22
13201185,New Mexico Office of the Medical Investigator,NM,2,2, ,4,4,6,University Of New Mexico School Of Medicine,State Of New Mexico,2,1,7,3,0,0,0,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,14,0,0,0,0,0,0,0,149,3,0,0,185000,315000,0,-3,-3,1,23275,59618,0,-3,-3,1,1,2,4,4,9433604,1,6,30,2019,1,5692161,1,1,1,1,1,2,1,2,1,1,Contracts,1,0,7543,0,1,0,7543,0,1,0,169,1,1,1,0,169,1,1,1755,0,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,2,2,1,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0, ,1,0,0,0, ,1,1,8,0,0,8,0,0,-3,-3,1,-3,-3,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,-8,-8,1,-8,1,2,2,2,1,2,1,1,1,1,1,1,2,3,2,3,2,3,2,3,3,1,2,1,1,1,1,1,3,1,1,3,1,1,0, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2095428,1,0.998289996,1.018913593,24
13301181,Carson City Coroner's Office,NV,3,3, ,2,2,5, ,Municipality of Carson City,2,2,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,-3,-3,1,42599,62800,0,-3,-3,1,-3,-3,1,4,2,4,4,19723362,-8,6,30,2019,1,17427575,-8,2,2,2,1,2,2,2,2,2, ,1,-8,901,-8,1,1,-3,-3,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,510,0,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0, ,1,0,0,0, ,2,1,2,-8,-8,2,-8,-8,2016,1,-8,2,-8,-8,1,1,1,1,1,1,1,1,1,1,1,2,2,-3,2,-3,1,2,1,3,1,3,1,-8,1,-8,-8,1,2,1,2,1,1,2,2,2,1,2,2,1,2,2,3,2,3,3,2,3,1,2,2,1,2,1,1,3,2,2,2,2,1,1, , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,0,0,0, ,0,9,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55414,2,1.035220055,1.179357256,32
13301183,Clark County Office of the Coroner/Medical Examiner,NV,2,6,Coroner/Medical Examiner,2,2,6,Clark County Government (Board Of County Commissioners),Clark County,1,1,5,0,6,0,2,0,0,0,18,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,8,4,0,0,0,0,0,35,15,10,0,132600,205500,0,118300,183500,0,47000,72900,0,-3,-3,1,2,2,4,4,6700000,0,6,30,2019,1,4828651,0,1,2,2,1,2,2,1,1,1,"Opo, Death Certicate Fee",1,0,13169,0,1,0,4727,0,1,1,-3,0,1,1,1,-3,0,1,1932,0,1,1,1,1,1,1,1,1,2,1,2,1,2,2,2,2,2,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0, ,1,0,0,0, ,1,1,212,1,0,200,1,0,1960,1,0,5,1,0,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,2,2,1,1,2,1,1,1,1,1,1,1,3,3,1,3,1,1,3,3,3,1,1,1,3,1,1,1,1,1,1,1,1,1,2,1,0,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2231647,1,0.999839899,1.024873787,22
13301186,Douglas County Sheriff-Coroner's Office,NV,3,3, ,2,2,5, ,"Douglas County, Nevada",2,2,0,0,0,0,45,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,56,0,0,0,-3,-3,1,43763,62628,0,51708,82825,0,-3,-3,1,4,3,3,3,100000,0,6,30,2018,2,-3,-3,2,2,2,2,2,2,2,2,2, ,1,0,267,0,1,0,150,0,1,1,-3,0,1,1,1,-3,0,1,0,0,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0, ,0,0,1,0, ,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,1,2,1,3,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,2,1,1,1,1,1,1,1,1,1,3,1,1,1,2,1,2,1,0, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48467,1,1.035745504,1.180989028,32
13301187,Elko County Coroner's Office,NV,3,3, ,2,2,2, ,Elko County,2,2,0,0,0,0,0,0,0,0,1,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20,-3,-3,1,-3,-3,1,52000,72800,0,-3,-3,1,4,2,4,4,75000,1,6,30,2019,2,-3,-3,2,2,2,2,2,2,2,2,2, ,1,0,113,0,1,0,101,0,1,1,-3,0,1,1,1,-3,0,1,20,0,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0, ,1,0,0,0, ,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1,1,1,1,3,3,3,3,2,2,1,1,1,1,1,1,3,3,3,1,3,1,1,2,2,2,2,1,1,2,2,2,1,1,1,1,2,2,1,2,2,3,3,3,2,1,3,3,3,1,1,3,3,1,1,2,2,1,2,1,0, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52460,1,1.035442579,1.180049411,32
13301189,Eureka County Sheriff's Office,NV,3,3, ,2,2,2, ,Eureka County In Eureka County Nevada,2,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,-3,-3,1,-3,-3,1,-3,-3,1,-3,-3,1,4,3,4,4,10000,0,6,30,2018,2,-3,-3,2,2,2,2,2,2,2,2,2, ,1,1,-3,0,1,0,10,1,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,0,1,1,3,1,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0, ,1,0,1,0, ,1,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1,1,1,1,1,1,1,1,2,1,2,2,-3,1,1,1,1,1,1,3,3,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,2,2,2,2,1,1,2,2,2,1,1,1,2,1,1,1,1,1,1,1,2,1,2,1,0, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7, ,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003,1,1.03945739,1.192269509,32
13301190,Humboldt County Sheriff's Office,NV,3,3, ,2,2,5, ,"Humboldt County, Nevada",2,2,0,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,15,0,0,0,-3,-3,1,98567,107707,0,53186,66435,0,-3,-3,1,4,3,4,4,1578620,1,6,30,2019,1,1558620,1,2,2,2,1,2,2,2,2,2, ,1,0,60,0,1,0,60,0,1,0,4,1,1,2,-3,-3,-3,-3,11,0,1,1,2,1,2,2,2,2,2,2,2,1,3,2,2,2,2,2,2,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0, ,1,0,1,0, ,2,1,1,0,0,1,0,0,1979,0,0,1,0,0,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,2,2,1,1,2,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,3,2,2,2,2,1,0, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16786,1,1.038238159,1.188610217,32
13301191,Lander County Sheriff's Office,NV,3,3, ,2,2,5, ,Lander County Nevada,2,2,0,0,0,0,0,0,0,10,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,-3,-3,1,-3,-3,1,-3,-3,1,-3,-3,1,4,3,4,4,37000,0,6,30,2019,2,-3,-3,2,2,2,1,2,2,2,2,2, ,1,0,30,0,1,1,-3,-3,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,0,1,1,2,2,2,2,2,2,2,2,2,4,4,3,3,3,3,3,3,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0, ,0,0,1,1,Evidence Clerk,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,2,1,1,2,2,2,2,2,2,2,2,2,-3,1,1,1,2,1,1,1,3,1,1,2,2,2,1,1,2,3,2,2,1,1,1,1,3,3,2,3,2,3,3,3,3,3,3,1,2,1,1,2,2,1,3,1,3,3,2,1,0, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,7,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5575,1,1.039159422,1.191379202,32
13301192,Lincoln County Sheriff's Office,NV,3,3, ,2,2,2, ,"Lincoln County, Nevada",2,2,0,0,1,0,1,0,0,0,0,11,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,11,4,0,-3,-3,1,-3,-3,1,-3,-3,1,-3,-3,1,4,3,4,4,1500000,1,12,31,2018,2,-3,-3,-8,-8,-8,-8,-8,-8,-8,-8,-8, ,1,-8,4,-8,1,-8,412,-8,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,9,-8,1,1,1,2,1,2,3,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0, ,1,0,0,0, ,2,1,2,-8,-8,0,-8,-8,1986,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,2,1,1,3,2,2,3,-8,-8,-8,-8,-8,-8,2,1,1,-8,-8,-8,-8,-8,1,2,2,2,3,3,2,2,3,3,2,3,3,3,3,3,3,3,3,3,2,2,3,2,1,0, , ,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,0,7,0,7, ,7,0,7,7,7,7,7,7,7,7,7,0,0,0,0,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,5201,2,1.039190519,1.191472236,32
13301193,Lyon County Sheriff's Office,NV,3,3, ,2,2,5, ,"Lyon County, Nevada",2,2,0,0,0,0,1,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,-3,-3,1,150000,150000,0,71000,71000,0,-3,-3,1,4,3,4,4,8837302,1,7,1,2019,1,3777495,0,2,2,2,1,2,2,2,1,3, ,1,0,101,0,1,0,101,0,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,60,1,1,1,1,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0, ,0,0,1,0, ,1,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,3,2,-3,-3,-3,-3,1,1,1,3,2,2,2,2,2,2,2,2,1,2,1,2,2,1,2,1,1,1,2,1,1,2,2,1,3,2,3,3,2,1,0, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55808,1,1.035190476,1.179265128,32
13301195,Nye County Sheriff's Office,NV,3,3, ,2,2,5, ,"Nye County, Nevada",2,2,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,-3,-3,1,-3,-3,1,-3,-3,1,-3,-3,1,4,3,4,4,13000000,1,6,30,2019,1,8000000,1,2,2,2,2,2,2,2,2,2, ,1,0,181,0,1,0,181,0,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0, ,0,0,0,1,Nye County Public Administrator,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,2,1,1,1,2,3,3,1,1,1,2,1,1,1,1,1,1,1,3,1,2,2,-3,-3,-3,-3,1,2,2,3,2,2,1,1,1,1,2,2,1,1,2,2,2,2,2,1,1,1,1,1,1,3,3,1,1,2,2,2,2,1,0, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45346,1,1.035983994,1.181726675,32
13301196,Pershing County Sheriff's Office,NV,3,3, ,2,2,2, ,Pershing County Nevada,2,2,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,-3,-3,1,43848,43848,0,-3,-3,1,-3,-3,1,4,4,4,4,2283784,1,6,31,2019,1,1663562,1,2,2,2,2,2,2,2,2,2, ,1,0,25,0,1,0,25,0,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,0,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0, ,1,1,1,0, ,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,2,1,1,1,2,2,2,2,1,1,2,2,-3,1,1,2,2,1,2,2,3,1,1,2,2,1,1,1,2,2,2,2,2,2,2,1,3,3,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,1,2,3,2,1,0, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6666,1,1.039068844,1.191108054,32
13301197,Storey County Sheriff's Office,NV,3,3, ,2,2,2, ,Storey County,2,2,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,-3,-3,1,-3,-3,1,-3,-3,1,-3,-3,1,4,4,4,4,15000,0,6,30,2018,2,-3,-3,2,2,2,1,2,2,2,2,2, ,1,0,36,0,1,0,15,1,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,8,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0, ,0,0,1,0, ,1,1,2,0,0,0,0,0,2009,1,0,2,0,0,1,2,2,1,2,2,2,2,2,2,2,2,2,-3,1,1,1,3,1,1,1,3,1,1,1,2,2,1,2,2,2,2,2,2,2,2,1,3,3,2,2,1,1,2,2,2,1,1,1,1,1,1,2,2,1,2,1,1,1,2,1,0, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4029,1,1.03928812,1.191764055,32
